Type,Name,Properties
Node,Import:langchain_openai.OpenAIEmbeddings,"{'type': 'Import', 'name': 'langchain_openai.OpenAIEmbeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Imported OpenAIEmbeddings from langchain_openai'}"
Node,Variable:_embeddings,"{'type': 'Variable', 'name': '_embeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Variable _embeddings in gpt_researcher\\memory\\embeddings'}"
Node,Import:langchain_openai.OpenAIEmbeddings,"{'type': 'Import', 'name': 'langchain_openai.OpenAIEmbeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Imported OpenAIEmbeddings from langchain_openai'}"
Node,Variable:_embeddings,"{'type': 'Variable', 'name': '_embeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Variable _embeddings in gpt_researcher\\memory\\embeddings'}"
Node,Import:langchain_openai.AzureOpenAIEmbeddings,"{'type': 'Import', 'name': 'langchain_openai.AzureOpenAIEmbeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Imported AzureOpenAIEmbeddings from langchain_openai'}"
Node,Variable:_embeddings,"{'type': 'Variable', 'name': '_embeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Variable _embeddings in gpt_researcher\\memory\\embeddings'}"
Node,Import:langchain.embeddings.HuggingFaceEmbeddings,"{'type': 'Import', 'name': 'langchain.embeddings.HuggingFaceEmbeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Imported HuggingFaceEmbeddings from langchain.embeddings'}"
Node,Variable:_embeddings,"{'type': 'Variable', 'name': '_embeddings', 'filename': './gpt-researcher\\gpt_researcher\\memory\\embeddings.py', 'description': 'Variable _embeddings in gpt_researcher\\memory\\embeddings'}"
Node,Module:gpt_researcher\memory\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\memory\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\memory\\__init__.py', 'description': 'Module gpt_researcher\\memory\\__init__'}"
Node,Import:embeddings.Memory,"{'type': 'Import', 'name': 'embeddings.Memory', 'filename': './gpt-researcher\\gpt_researcher\\memory\\__init__.py', 'description': 'Imported Memory from embeddings'}"
Node,Module:gpt_researcher\retrievers\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\__init__'}"
Node,Import:bing.bing.BingSearch,"{'type': 'Import', 'name': 'bing.bing.BingSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported BingSearch from bing.bing'}"
Node,Import:arxiv.arxiv.ArxivSearch,"{'type': 'Import', 'name': 'arxiv.arxiv.ArxivSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported ArxivSearch from arxiv.arxiv'}"
Node,Import:custom.custom.CustomRetriever,"{'type': 'Import', 'name': 'custom.custom.CustomRetriever', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported CustomRetriever from custom.custom'}"
Node,Import:duckduckgo.duckduckgo.Duckduckgo,"{'type': 'Import', 'name': 'duckduckgo.duckduckgo.Duckduckgo', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported Duckduckgo from duckduckgo.duckduckgo'}"
Node,Import:google.google.GoogleSearch,"{'type': 'Import', 'name': 'google.google.GoogleSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported GoogleSearch from google.google'}"
Node,Import:searx.searx.SearxSearch,"{'type': 'Import', 'name': 'searx.searx.SearxSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported SearxSearch from searx.searx'}"
Node,Import:serpapi.serpapi.SerpApiSearch,"{'type': 'Import', 'name': 'serpapi.serpapi.SerpApiSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported SerpApiSearch from serpapi.serpapi'}"
Node,Import:serper.serper.SerperSearch,"{'type': 'Import', 'name': 'serper.serper.SerperSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported SerperSearch from serper.serper'}"
Node,Import:tavily.tavily_search.TavilySearch,"{'type': 'Import', 'name': 'tavily.tavily_search.TavilySearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Imported TavilySearch from tavily.tavily_search'}"
Node,Variable:__all__,"{'type': 'Variable', 'name': '__all__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\__init__.py', 'description': 'Variable __all__ in gpt_researcher\\retrievers\\__init__'}"
Node,Module:gpt_researcher\retrievers\arxiv\arxiv,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\arxiv\\arxiv', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Module gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Import:arxiv,"{'type': 'Import', 'name': 'arxiv', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Imported module arxiv'}"
Node,Class:ArxivSearch,"{'type': 'Class', 'name': 'ArxivSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Class ArxivSearch in gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Function search in gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Variable:arxiv_gen,"{'type': 'Variable', 'name': 'arxiv_gen', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Variable arxiv_gen in gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Variable:search_result,"{'type': 'Variable', 'name': 'search_result', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\arxiv.py', 'description': 'Variable search_result in gpt_researcher\\retrievers\\arxiv\\arxiv'}"
Node,Module:gpt_researcher\retrievers\arxiv\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\arxiv\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\arxiv\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\arxiv\\__init__'}"
Node,Module:gpt_researcher\retrievers\bing\bing,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\bing\\bing', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Module gpt_researcher\\retrievers\\bing\\bing'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Imported module os'}"
Node,Import:requests,"{'type': 'Import', 'name': 'requests', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Imported module requests'}"
Node,Import:json,"{'type': 'Import', 'name': 'json', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Imported module json'}"
Node,Class:BingSearch,"{'type': 'Class', 'name': 'BingSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Class BingSearch in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Function:get_api_key,"{'type': 'Function', 'name': 'get_api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Function get_api_key in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Function search in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:url,"{'type': 'Variable', 'name': 'url', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable url in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:headers,"{'type': 'Variable', 'name': 'headers', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable headers in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:params,"{'type': 'Variable', 'name': 'params', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable params in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:resp,"{'type': 'Variable', 'name': 'resp', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable resp in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable results in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:search_results,"{'type': 'Variable', 'name': 'search_results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable search_results in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:api_key,"{'type': 'Variable', 'name': 'api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable api_key in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:search_results,"{'type': 'Variable', 'name': 'search_results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable search_results in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Variable:search_result,"{'type': 'Variable', 'name': 'search_result', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\bing.py', 'description': 'Variable search_result in gpt_researcher\\retrievers\\bing\\bing'}"
Node,Module:gpt_researcher\retrievers\bing\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\bing\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\bing\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\bing\\__init__'}"
Node,Module:gpt_researcher\retrievers\custom\custom,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\custom\\custom', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Module gpt_researcher\\retrievers\\custom\\custom'}"
Node,Import:typing.Any,"{'type': 'Import', 'name': 'typing.Any', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Imported Any from typing'}"
Node,Import:requests,"{'type': 'Import', 'name': 'requests', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Imported module requests'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Imported module os'}"
Node,Class:CustomRetriever,"{'type': 'Class', 'name': 'CustomRetriever', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Class CustomRetriever in gpt_researcher\\retrievers\\custom\\custom'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\custom\\custom'}"
Node,Function:_populate_params,"{'type': 'Function', 'name': '_populate_params', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Function _populate_params in gpt_researcher\\retrievers\\custom\\custom'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Function search in gpt_researcher\\retrievers\\custom\\custom'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\custom.py', 'description': 'Variable response in gpt_researcher\\retrievers\\custom\\custom'}"
Node,Module:gpt_researcher\retrievers\custom\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\custom\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\custom\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\custom\\__init__'}"
Node,Module:gpt_researcher\retrievers\duckduckgo\duckduckgo,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\duckduckgo\\duckduckgo', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Module gpt_researcher\\retrievers\\duckduckgo\\duckduckgo'}"
Node,Import:itertools.islice,"{'type': 'Import', 'name': 'itertools.islice', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Imported islice from itertools'}"
Node,Import:duckduckgo_search.DDGS,"{'type': 'Import', 'name': 'duckduckgo_search.DDGS', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Imported DDGS from duckduckgo_search'}"
Node,Class:Duckduckgo,"{'type': 'Class', 'name': 'Duckduckgo', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Class Duckduckgo in gpt_researcher\\retrievers\\duckduckgo\\duckduckgo'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\duckduckgo\\duckduckgo'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Function search in gpt_researcher\\retrievers\\duckduckgo\\duckduckgo'}"
Node,Variable:ddgs_gen,"{'type': 'Variable', 'name': 'ddgs_gen', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\duckduckgo.py', 'description': 'Variable ddgs_gen in gpt_researcher\\retrievers\\duckduckgo\\duckduckgo'}"
Node,Module:gpt_researcher\retrievers\duckduckgo\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\duckduckgo\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\duckduckgo\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\duckduckgo\\__init__'}"
Node,Module:gpt_researcher\retrievers\exa\exa,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\exa\\exa', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Module gpt_researcher\\retrievers\\exa\\exa'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Imported module os'}"
Node,Import:exa_py.Exa,"{'type': 'Import', 'name': 'exa_py.Exa', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Imported Exa from exa_py'}"
Node,Class:ExaSearch,"{'type': 'Class', 'name': 'ExaSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Class ExaSearch in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Function:_retrieve_api_key,"{'type': 'Function', 'name': '_retrieve_api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Function _retrieve_api_key in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Function search in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Function:find_similar,"{'type': 'Function', 'name': 'find_similar', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Function find_similar in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Function:get_contents,"{'type': 'Function', 'name': 'get_contents', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Function get_contents in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable results in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:search_response,"{'type': 'Variable', 'name': 'search_response', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable search_response in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable results in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:similar_response,"{'type': 'Variable', 'name': 'similar_response', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable similar_response in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable results in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:contents_response,"{'type': 'Variable', 'name': 'contents_response', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable contents_response in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Variable:api_key,"{'type': 'Variable', 'name': 'api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\exa.py', 'description': 'Variable api_key in gpt_researcher\\retrievers\\exa\\exa'}"
Node,Module:gpt_researcher\retrievers\exa\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\exa\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\exa\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\exa\\__init__'}"
Node,Module:gpt_researcher\retrievers\google\google,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\google\\google', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Module gpt_researcher\\retrievers\\google\\google'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Imported module os'}"
Node,Import:requests,"{'type': 'Import', 'name': 'requests', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Imported module requests'}"
Node,Import:json,"{'type': 'Import', 'name': 'json', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Imported module json'}"
Node,Import:tavily.TavilyClient,"{'type': 'Import', 'name': 'tavily.TavilyClient', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Imported TavilyClient from tavily'}"
Node,Class:GoogleSearch,"{'type': 'Class', 'name': 'GoogleSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Class GoogleSearch in gpt_researcher\\retrievers\\google\\google'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\google\\google'}"
Node,Function:get_api_key,"{'type': 'Function', 'name': 'get_api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Function get_api_key in gpt_researcher\\retrievers\\google\\google'}"
Node,Function:get_cx_key,"{'type': 'Function', 'name': 'get_cx_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Function get_cx_key in gpt_researcher\\retrievers\\google\\google'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Function search in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:url,"{'type': 'Variable', 'name': 'url', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable url in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:resp,"{'type': 'Variable', 'name': 'resp', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable resp in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable results in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:search_results,"{'type': 'Variable', 'name': 'search_results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable search_results in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:api_key,"{'type': 'Variable', 'name': 'api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable api_key in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:api_key,"{'type': 'Variable', 'name': 'api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable api_key in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:search_results,"{'type': 'Variable', 'name': 'search_results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable search_results in gpt_researcher\\retrievers\\google\\google'}"
Node,Variable:search_result,"{'type': 'Variable', 'name': 'search_result', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\google.py', 'description': 'Variable search_result in gpt_researcher\\retrievers\\google\\google'}"
Node,Module:gpt_researcher\retrievers\google\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\google\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\google\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\google\\__init__'}"
Node,Module:gpt_researcher\retrievers\searx\searx,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\searx\\searx', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Module gpt_researcher\\retrievers\\searx\\searx'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Imported module os'}"
Node,Import:tavily.TavilyClient,"{'type': 'Import', 'name': 'tavily.TavilyClient', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Imported TavilyClient from tavily'}"
Node,Import:langchain_community.utilities.SearxSearchWrapper,"{'type': 'Import', 'name': 'langchain_community.utilities.SearxSearchWrapper', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Imported SearxSearchWrapper from langchain_community.utilities'}"
Node,Class:SearxSearch,"{'type': 'Class', 'name': 'SearxSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Class SearxSearch in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Function:get_api_key,"{'type': 'Function', 'name': 'get_api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Function get_api_key in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Function search in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Variable:searx,"{'type': 'Variable', 'name': 'searx', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Variable searx in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Variable:results,"{'type': 'Variable', 'name': 'results', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Variable results in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Variable:search_response,"{'type': 'Variable', 'name': 'search_response', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Variable search_response in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Variable:api_key,"{'type': 'Variable', 'name': 'api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\searx.py', 'description': 'Variable api_key in gpt_researcher\\retrievers\\searx\\searx'}"
Node,Module:gpt_researcher\retrievers\searx\__init__,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\searx\\__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\searx\\__init__.py', 'description': 'Module gpt_researcher\\retrievers\\searx\\__init__'}"
Node,Module:gpt_researcher\retrievers\serpapi\serpapi,"{'type': 'Module', 'name': 'gpt_researcher\\retrievers\\serpapi\\serpapi', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Module gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Import:os,"{'type': 'Import', 'name': 'os', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Imported module os'}"
Node,Import:requests,"{'type': 'Import', 'name': 'requests', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Imported module requests'}"
Node,Import:duckduckgo_search.DDGS,"{'type': 'Import', 'name': 'duckduckgo_search.DDGS', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Imported DDGS from duckduckgo_search'}"
Node,Import:urllib.parse,"{'type': 'Import', 'name': 'urllib.parse', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Imported module urllib.parse'}"
Node,Class:SerpApiSearch,"{'type': 'Class', 'name': 'SerpApiSearch', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Class SerpApiSearch in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Function __init__ in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Function:get_api_key,"{'type': 'Function', 'name': 'get_api_key', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Function get_api_key in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Function:search,"{'type': 'Function', 'name': 'search', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Function search in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Variable:url,"{'type': 'Variable', 'name': 'url', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Variable url in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
Node,Variable:params,"{'type': 'Variable', 'name': 'params', 'filename': './gpt-researcher\\gpt_researcher\\retrievers\\serpapi\\serpapi.py', 'description': 'Variable params in gpt_researcher\\retrievers\\serpapi\\serpapi'}"
