Source,Indication,Bibliometric_Target,SKG_BIScore,SKG_Literature_Score,SKG_GDF15_BIScore,SKG_GDF15_Literature_Score,SKG_Total_Score,Bibliometric_Scientific_Score,Bibliometric_Market_Score,Bibliometric_Total_Score,Population,PMIDs
Ponsegromab,Bone Neoplasms,Bone Neoplasms,0,0,0,0,0,46.6,49.7,96.3,2121796,None
Ponsegromab,Hyperlipidemias,Hyperlipidemias,0,0,0,0,0,40.9,55.4,96.3,45675932,None
Ponsegromab,Lung Adenocarcinoma,Lung Adenocarcinoma,0,0,0,0,0,34.3,62,96.3,689620,None
Ponsegromab,Nervous System Tumors,Nervous System Tumors,0,0,0,0,0,55.2,41.1,96.3,NA,None
Ponsegromab,Alzheimer's Disease,Alzheimer's Disease,0,0,0,0,0,53.1,43.1,96.2,4893995,None
Ponsegromab,Pediatric Respiratory Diseases,Pediatric Respiratory Diseases,0,0,0,0,0,47.7,48.5,96.1,2449032,None
Ponsegromab,Motor Neuron Disease,Motor Neuron Disease,0,0,0,0,0,43.6,52.4,96,37666,None
Ponsegromab,Thrombosis,Thrombosis,0,0,0,0,0,53.2,42.7,95.9,121167,None
Ponsegromab,Acute Pain,Acute Pain,0,0,0,0,0,50.7,45.1,95.8,4258038,None
Ponsegromab,Chronic Migraine,Chronic Migraine,0,0,0,0,0,39.8,55.9,95.7,6166052,None
Ponsegromab,Leigh Disease,Leigh Disease,0,0,0,0,0,44.3,51.4,95.7,16370,None
Ponsegromab,Ovarian Cysts,Ovarian Cysts,0,0,0,0,0,43.2,52.5,95.7,789207,None
Ponsegromab,Pulmonary Embolism (PE),Pulmonary Embolism (PE),0,0,0,0,0,47,48.4,95.4,400457,None
Ponsegromab,MELAS Syndrome,MELAS Syndrome,0,0,0,0,0,50.9,44.4,95.3,1637,None
Ponsegromab,Amyotrophic lateral sclerosis,Amyotrophic Lateral Sclerosis (ALS),0.02418989,0.120949449,0.156898725,0.639862641,0.796761366,43.8,51.4,95.2,16370,None
Ponsegromab,Reperfusion Injury,Reperfusion Injury,0,0,0,0,0,53.6,41.6,95.1,NA,None
Ponsegromab,Synucleinopathies,Synucleinopathies,0,0,0,0,0,48.9,46,94.9,307912,None
Ponsegromab,Vision Disorders,Vision Disorders,0,0,0,0,0,43.2,51.7,94.9,10701413,None
Ponsegromab,Breast Ductal Carcinoma,Breast Ductal Carcinoma,0,0,0,0,0,36.6,57.9,94.5,2277915,None
Ponsegromab,Mouth Diseases,Mouth Diseases,0,0,0,0,0,65,29.5,94.5,429740,None
Ponsegromab,Avitaminosis,Avitaminosis,0,0,0,0,0,47.3,47.1,94.4,4616527,None
Ponsegromab,Lower-Risk Myelodysplastic Syndromes (MDS),Lower-Risk Myelodysplastic Syndromes (MDS),0,0,0,0,0,40.4,54,94.4,NA,None
Ponsegromab,Right Ventricular Dysfunction,Right Ventricular Dysfunction,0,0,0,0,0,49.7,44.7,94.4,1823483,None
Ponsegromab,Adult Sickle Cell Disease,Adult Sickle Cell Disease,0,0,0,0,0,40.7,53.5,94.2,NA,None
Ponsegromab,Hereditary Sensory and Motor Neuropathy,Hereditary Sensory and Motor Neuropathy,0,0,0,0,0,46.6,47.7,94.2,NA,None
Ponsegromab,High-Risk Prostate Cancer,High-Risk Prostate Cancer,0,0,0,0,0,36.6,57.3,93.8,1754160,None
Ponsegromab,Idiopathic Inflammatory Myopathies,Idiopathic Inflammatory Myopathies,0,0,0,0,0,48,45.7,93.7,327,None
Ponsegromab,Rheumatoid Arthritis (RA),Rheumatoid Arthritis (RA),0,0,0,0,0,43.8,49.8,93.7,1619893,None
Ponsegromab,Charcot-Marie-Tooth Disease,Charcot-Marie-Tooth Disease,0,0,0,0,0,47.4,46.1,93.5,NA,None
Ponsegromab,Pancreatic Intraductal Neoplasms,Pancreatic Intraductal Neoplasms,0,0,0,0,0,42.8,50.6,93.4,3659822,None
Ponsegromab,Head and Neck Cancers,Head and Neck Cancers,0,0,0,0,0,48.9,44.4,93.3,40818,None
Ponsegromab,Nervous System Heredodegenerative Disorders,Nervous System Heredodegenerative Disorders,0,0,0,0,0,46.4,46.9,93.3,1499787,None
Ponsegromab,TDP-43 Proteinopathies,TDP-43 Proteinopathies,0,0,0,0,0,43,50.3,93.3,NA,None
Ponsegromab,Central Nervous System Tumors,Central Nervous System Tumors,0,0,0,0,0,52.1,41.2,93.2,NA,None
Ponsegromab,Pancreatitis,Pancreatitis,0,0,0,0,0,51.5,41.7,93.2,264485,None
Ponsegromab,Rheumatic Diseases (Rheumatology),Rheumatic Diseases (Rheumatology),0,0,0,0,0,49.7,43.5,93.2,10763146,None
Ponsegromab,Non-Promyelocytic Acute Myeloid Leukemia (Non-M3 AML),Non-Promyelocytic Acute Myeloid Leukemia (Non-M3 AML),0,0,0,0,0,53.5,39.6,93.1,NA,None
Ponsegromab,Small Cell Lung Cancer (SCLC),Small Cell Lung Cancer (SCLC),0,0,0,0,0,33.7,59.2,92.9,689620,None
Ponsegromab,Pediatric Thalassemias,Pediatric Thalassemias,0,0,0,0,0,48,44.8,92.8,NA,None
Ponsegromab,Asthma,Asthma,0,0,0,0,0,38.9,53.7,92.5,33894211,None
Ponsegromab,Cancer-Associated Thrombosis,Cancer-Associated Thrombosis,0,0,0,0,0,35.9,56.6,92.4,121167,None
Ponsegromab,Open-Angle Glaucoma,Open-Angle Glaucoma,0,0,0,0,0,54,38.4,92.4,5025903,None
Ponsegromab,Severe Aortic Valve Insufficiency,Severe Aortic Valve Insufficiency,0,0,0,0,0,46.7,45.7,92.4,75729,None
Ponsegromab,Alcoholic Liver Disease,Alcoholic Liver Disease,0,0,0,0,0,36.7,55.7,92.3,NA,None
Ponsegromab,Eye Diseases (Ophthalmology),Eye Diseases (Ophthalmology),0,0,0,0,0,54.7,37.6,92.3,2351767,None
Ponsegromab,Parkinsonian Disorders,Parkinsonian Disorders,0,0,0,0,0,48.1,44.1,92.2,696404,None
Ponsegromab,Uterine Neoplasms,Uterine Neoplasms,0,0,0,0,0,52.8,39.3,92.1,629407,None
Ponsegromab,Disease Susceptibility,Disease Susceptibility,0,0,0,0,0,53.4,38.5,91.9,NA,None
Ponsegromab,Childhood Leukemia,Childhood Leukemia,0,0,0,0,0,31.2,60.6,91.8,687573,None
Ponsegromab,Papillary Adenocarcinoma,Papillary Adenocarcinoma,0,0,0,0,0,53.8,38,91.8,NA,None
Ponsegromab,Liver Metastases,Liver Metastases,0,0,0,0,0,35.6,55.9,91.6,195041,None
Ponsegromab,Generalized Epilepsy,Generalized Epilepsy,0,0,0,0,0,47.3,44.1,91.4,1242619,None
Ponsegromab,Nephritis,Nephritis,0.024762563,0,0.133691814,0.60654384,0.740235654,54.3,36.9,91.2,NA,None
Ponsegromab,Non-Valvular Atrial Fibrillation (NVAF),Non-Valvular Atrial Fibrillation (NVAF),0,0,0,0,0,39.4,51.8,91.2,3881520,None
Ponsegromab,Alpha Thalassemia,Alpha Thalassemia,0,0,0,0,0,53.2,38,91.1,81849,None
Ponsegromab,Bipolar Disorders,Bipolar Disorders,0,0,0,0,0,42.6,48.5,91,2118350,None
Ponsegromab,Colonic Neoplasms,Colonic Neoplasms,0,0,0,0,0,48.3,42.6,91,2121796,None
Ponsegromab,Systemic Lupus Erythematosus (SLE),Systemic Lupus Erythematosus (SLE),0,0,0,0,0,50.5,40.6,91,81849,None
Ponsegromab,Gestational Diabetes,Gestational Diabetes,0,0,0,0,0,52.3,38.3,90.7,379951,None
Ponsegromab,Kidney Cancer,Kidney Cancer,0,0,0,0,0,48.6,42.1,90.7,364034,None
Ponsegromab,Aneurysm,Aneurysm,0,0,0,0,0,42.1,48.5,90.6,157386,None
Ponsegromab,Chronic Kidney Disease (CKD) and Atherosclerotic Cardiovascular Disease (ASCVD),Chronic Kidney Disease (CKD) and Atherosclerotic Cardiovascular Disease (ASCVD),0,0,0,0,0,50.2,40.3,90.5,NA,None
Ponsegromab,Migraine,Migraine,0,0,0,0,0,37.2,53.3,90.5,56636035,None
Ponsegromab,Hereditary Eye Diseases,Hereditary Eye Diseases,0,0,0,0,0,41.1,49.2,90.3,4984643,None
Ponsegromab,HIV Infections,HIV Infections,0,0,0,0,0,53,37.3,90.2,NA,None
Ponsegromab,Viral Hepatitis,Viral Hepatitis,0,0,0,0,0,48.9,41.3,90.2,225712,None
Ponsegromab,Cardio-Pulmonary Complications in Sickle Cell Disease (SCD),Cardio-Pulmonary Complications in Sickle Cell Disease (SCD),0,0,0,0,0,37.7,52.2,89.9,400457,None
Ponsegromab,Primary Headache Disorders,Primary Headache Disorders,0,0,0,0,0,36.8,52.9,89.7,140063157,None
Ponsegromab,Invasive Ductal Carcinoma (IDC),Invasive Ductal Carcinoma (IDC),0,0,0,0,0,35.5,54.2,89.6,2277915,None
Ponsegromab,Focal Segmental Glomerulosclerosis (FSGS),Focal Segmental Glomerulosclerosis (FSGS),0,0,0,0,0,39.1,50.4,89.5,NA,None
Ponsegromab,Thymidine Kinase 2 Deficiency (TK2D),Thymidine Kinase 2 Deficiency (TK2D),0,0,0,0,0,52.6,36.9,89.5,45890,None
Ponsegromab,Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,0,0,0,0,0,45.9,43.6,89.4,2654918,None
Ponsegromab,Chronic Hepatitis,Chronic Hepatitis,0,0,0,0,0,51.9,37.3,89.2,NA,None
Ponsegromab,Ureteral Obstruction,Ureteral Obstruction,0,0,0,0,0,41.8,47.4,89.2,2439938,None
Ponsegromab,Esophageal Cancer,Esophageal Cancer,0,0,0,0,0,48.3,40.8,89.1,40475,None
Ponsegromab,Hepatitis,Hepatitis,0,0,0,0,0,49.9,39.2,89.1,315864,None
Ponsegromab,Immunologic Deficiency Syndromes,Immunologic Deficiency Syndromes,0,0,0,0,0,54.4,34.7,89.1,NA,None
Ponsegromab,Multiple Myeloma,Multiple Myeloma,0,0,0,0,0,42.9,46.1,89,89407,None
Ponsegromab,Endometrial Carcinoma,Endometrial Carcinoma,0,0,0,0,0,40.6,48.3,88.9,NA,None
Ponsegromab,Gram-Negative Bacterial Infections,Gram-Negative Bacterial Infections,0,0,0,0,0,41.2,47.5,88.7,1944266,None
Ponsegromab,Sexually Transmitted Viral Diseases,Sexually Transmitted Viral Diseases,0,0,0,0,0,51.8,36.9,88.7,NA,None
Ponsegromab,Chronic Pancreatitis,Chronic Pancreatitis,0,0,0,0,0,41.4,47,88.5,1637,None
Ponsegromab,Platinum-Sensitive Ovarian Cancer,Platinum-Sensitive Ovarian Cancer,0,0,0,0,0,37.2,51.3,88.5,101693,None
Ponsegromab,Comorbidities in Psoriasis,Comorbidities in Psoriasis,0,0,0,0,0,33.1,55.4,88.4,1550095,None
Ponsegromab,Platinum-Resistant/Refractory Ovarian Cancer,Platinum-Resistant/Refractory Ovarian Cancer,0,0,0,0,0,36.7,51.7,88.4,101693,None
Ponsegromab,Bronchopulmonary Dysplasia,Bronchopulmonary Dysplasia,0,0,0,0,0,45,43.3,88.3,81849,None
Ponsegromab,Myeloid Neoplasms,Myeloid Neoplasms,0,0,0,0,0,53.7,34.6,88.3,NA,None
Ponsegromab,Chemotherapy-Induced Nausea and Vomiting (CINV),Chemotherapy-Induced Nausea and Vomiting (CINV),0,0,0,0,0,54.9,33.4,88.2,NA,None
Ponsegromab,Myeloproliferative Neoplasms (MPN) (excl. CML),Myeloproliferative Neoplasms (MPN) (excl. CML),0,0,0,0,0,41.2,47.1,88.2,16370,None
Ponsegromab,Inborn Errors of Lipid Metabolism,Inborn Errors of Lipid Metabolism,0,0,0,0,0,34.1,54,88.1,45675932,None
Ponsegromab,Cardio-Renal Syndrome,Cardio-Renal Syndrome,0.18,0,0.116911356,0.584556782,0.701468138,35.1,52.9,88,3198905,None
Ponsegromab,Metastatic Pancreatic Cancer,Metastatic Pancreatic Cancer,0,0,0,0,0,29.3,58.7,88,1530938,None
Ponsegromab,Primary Myelofibrosis (PMF),Primary Myelofibrosis (PMF),0,0,0,0,0,40.9,47.2,88,16370,None
Ponsegromab,Myositis,Myositis,0,0,0,0,0,46.8,41.1,87.9,NA,None
Ponsegromab,Vascular Dementia,Vascular Dementia,0,0,0,0,0,37.6,50.3,87.9,NA,None
Ponsegromab,Aortic Diseases,Aortic Diseases,0,0,0,0,0,44.1,43.7,87.8,150024,None
Ponsegromab,Headache Disorders,Headache Disorders,0,0,0,0,0,36.5,51.3,87.8,140063157,None
Ponsegromab,Tooth Loss,Tooth Loss,0,0,0,0,0,43.8,44,87.7,7830354,None
Ponsegromab,Chemical and Drug Induced Liver Injury,Chemical and Drug Induced Liver Injury,0,0,0,0,0,40.9,46.7,87.6,662991,None
Ponsegromab,Anemia in Chronic Kidney Disease (CKD),Anemia in Chronic Kidney Disease (CKD),0,0,0,0,0,36.3,51.2,87.5,40170198,None
Ponsegromab,Basal Ganglia Diseases,Basal Ganglia Diseases,0,0,0,0,0,48.9,38.6,87.5,269129,None
Ponsegromab,Heart Failure with Mid-Range Ejection Fraction (HFmEF),Heart Failure with Mid-Range Ejection Fraction (HFmEF),0,0,0,0,0,51.6,35.9,87.5,NA,None
Ponsegromab,Membranous Nephropathy,Membranous Nephropathy,0,0,0,0,0,48.4,39,87.5,NA,None
Ponsegromab,Advanced/Metastatic Liver Cancer,Advanced/Metastatic Liver Cancer,0,0,0,0,0,41.8,45.5,87.4,47927,None
Ponsegromab,Angina Pectoris,Angina Pectoris,0,0,0,0,0,42.6,44.9,87.4,1655376,None
Ponsegromab,Cutaneous Melanoma,Cutaneous Melanoma,0,0,0,0,0,49.1,38.3,87.4,NA,None
Ponsegromab,Bone Resorption,Bone Resorption,0,0,0,0,0,49.1,38.3,87.3,654874,None
Ponsegromab,Liver Failure,Liver Failure,0,0,0,0,0,40.9,46.4,87.3,NA,None
Ponsegromab,Pseudomonas Infections,Pseudomonas Infections,0,0,0,0,0,31.8,55.4,87.2,1944266,None
Ponsegromab,Hepatic Insufficiency,Hepatic Insufficiency,0,0,0,0,0,40.8,46.3,87.1,NA,None
Ponsegromab,Hypothyroidism,Hypothyroidism,0,0,0,0,0,43.2,43.7,87,9886949,None
Ponsegromab,Myelodysplastic Syndromes (MDS),Myelodysplastic Syndromes (MDS),0,0,0,0,0,40,47,87,16370,None
Ponsegromab,RET Positive Thyroid Cancer,RET Positive Thyroid Cancer,0,0,0,0,0,30.1,56.9,87,220320,None
Ponsegromab,Amyloid Light-Chain (AL) Amyloidosis,Amyloid Light-Chain (AL) Amyloidosis,0,0,0,0,0,33.4,53.5,86.9,16370,None
Ponsegromab,Ductal Carcinoma In Situ (DCIS),Ductal Carcinoma In Situ (DCIS),0,0,0,0,0,32.5,54.4,86.9,2277915,None
Ponsegromab,Choline Deficiency,Choline Deficiency,0,0,0,0,0,48.3,38.6,86.8,901348,None
Ponsegromab,Inborn Errors of Pyruvate Metabolism,Inborn Errors of Pyruvate Metabolism,0,0,0,0,0,45.5,41.2,86.7,NA,None
Ponsegromab,Intracranial Hemorrhage,Intracranial Hemorrhage,0,0,0,0,0,40,46.7,86.7,662592,None
Ponsegromab,Cardiorespiratory Failure,Cardiorespiratory Failure,0,0,0,0,0,34.3,52.3,86.6,1539079,None
Ponsegromab,Low-Risk Prostate Cancer,Low-Risk Prostate Cancer,0,0,0,0,0,35.4,51.1,86.6,1754160,None
Ponsegromab,Progressive Pulmonary Fibrosis,Progressive Pulmonary Fibrosis,0,0,0,0,0,37.1,49.4,86.6,NA,None
Ponsegromab,Uterine Sarcoma,Uterine Sarcoma,0,0,0,0,0,36.6,49.9,86.5,116613,None
Ponsegromab,Bloodstream Infections,Bloodstream Infections,0,0,0,0,0,42.7,43.7,86.4,247943,None
Ponsegromab,Diabetic Angiopathies,Diabetic Angiopathies,0,0,0,0,0,28.9,57.4,86.4,25829598,None
Ponsegromab,MSI-High/MMR-Deficient Cancers,MSI-High/MMR-Deficient Cancers,0,0,0,0,0,28.8,57.6,86.4,195041,None
Ponsegromab,Pediatric Oncology,Pediatric Oncology,0,0,0,0,0,44.9,41.3,86.3,NA,None
Ponsegromab,Periodontal Diseases,Periodontal Diseases,0,0,0,0,0,45.9,40.4,86.3,42074382,None
Ponsegromab,Tooth Diseases,Tooth Diseases,0,0,0,0,0,50.1,36.2,86.3,3387914,None
Ponsegromab,Blood Protein Disorders,Blood Protein Disorders,0,0,0,0,0,41.9,44.3,86.2,NA,None
Ponsegromab,Endometrioid Carcinoma,Endometrioid Carcinoma,0,0,0,0,0,36.9,49.4,86.2,101693,None
Ponsegromab,Movement Disorders,Movement Disorders,0,0,0,0,0,48.1,38,86.2,1894974,None
Ponsegromab,Renal Pelvis Cancer,Renal Pelvis Cancer,0,0,0,0,0,51.7,34.5,86.2,NA,None
Ponsegromab,Brain Neoplasms,Brain Neoplasms,0,0,0,0,0,47.5,38.6,86.1,2121796,None
Ponsegromab,Chronic Hepatitis B,Chronic Hepatitis B,0,0,0,0,0,46.3,39.7,86.1,NA,None
Ponsegromab,Sickle Cell Disease (SCD),Sickle Cell Disease (SCD),0,0,0,0,0,37.6,48.3,86,38397,None
Ponsegromab,Muscular Dystrophies,Muscular Dystrophies,0,0,0,0,0,36.7,49.3,85.9,NA,None
Ponsegromab,Refractory Anemia,Refractory Anemia,0,0,0,0,0,37.5,48.3,85.8,327,None
Ponsegromab,Inflammatory Bowel Diseases (IBD),Inflammatory Bowel Diseases (IBD),0,0,0,0,0,41.8,43.9,85.7,761536,None
Ponsegromab,Thrombocytopenia,Thrombocytopenia,0,0,0,0,0,46.6,39.1,85.7,NA,None
Ponsegromab,Atrophic Muscular Disorders,Atrophic Muscular Disorders,0,0,0,0,0,36.5,49.2,85.6,NA,None
Ponsegromab,Heart Arrest,Heart Arrest,0,0,0,0,0,37.9,47.7,85.6,NA,None
Ponsegromab,Inclusion Body Myositis,Inclusion Body Myositis,0,0,0,0,0,43.4,42.2,85.6,1637,None
Ponsegromab,Sensation Disorders,Sensation Disorders,0,0,0,0,0,45.5,40.1,85.6,419363,None
Ponsegromab,Benign Prostatic Hyperplasia (BPH),Benign Prostatic Hyperplasia (BPH),0,0,0,0,0,44.5,40.9,85.4,4618278,None
Ponsegromab,Hypotension,Hypotension,0,0,0,0,0,43.1,42.2,85.3,307912,None
Ponsegromab,Osteoporosis,Osteoporosis,0,0,0,0,0,45.9,39.3,85.3,2062944,None
Ponsegromab,Chronic Limb-Threatening Ischemia (CLTI) (Critical Limb Ischemia (CLI)),Chronic Limb-Threatening Ischemia (CLTI) (Critical Limb Ischemia (CLI)),0,0,0,0,0,40.7,44.5,85.1,35157,None
Ponsegromab,Metabolically Benign Obesity,Metabolically Benign Obesity,0,0,0,0,0,35.5,49.6,85.1,1431863,None
Ponsegromab,Deficiency Diseases,Deficiency Diseases,0,0,0,0,0,47.2,37.7,84.9,NA,None
Ponsegromab,Infectious Pneumonia (excl. COVID-19/SARS-COV-2),Infectious Pneumonia (excl. COVID-19/SARS-COV-2),0,0,0,0,0,23.2,61.7,84.9,3889803,None
Ponsegromab,Intrahepatic Cholestasis,Intrahepatic Cholestasis,0,0,0,0,0,34.8,50,84.8,190066,None
Ponsegromab,Hepatitis B / HBV,Hepatitis B / HBV,0,0,0,0,0,46.9,37.8,84.7,24457,None
Ponsegromab,Pediatric/Adolescent Acute Lymphoblastic Leukemia (ALL),Pediatric/Adolescent Acute Lymphoblastic Leukemia (ALL),0,0,0,0,0,34.2,50.6,84.7,NA,None
Ponsegromab,Chronic Fatigue Syndrome,Chronic Fatigue Syndrome,0,0,0,0,0,32.9,51.6,84.5,1674290,None
Ponsegromab,Dermatitis,Dermatitis,0,0,0,0,0,38,46.5,84.5,16554753,None
Ponsegromab,Acute-On-Chronic Liver Failure,Acute-On-Chronic Liver Failure,0,0,0,0,0,34.7,49.7,84.4,NA,None
Ponsegromab,Spinal Diseases,Spinal Diseases,0,0,0,0,0,44.1,40.3,84.4,1042505,None
Ponsegromab,Metabolic Bone Diseases,Metabolic Bone Diseases,0,0,0,0,0,45.6,38.6,84.2,45890,None
Ponsegromab,Rhinovirus,Rhinovirus,0,0,0,0,0,44.2,39.9,84.1,NA,None
Ponsegromab,Arthritis,Arthritis,0,0,0,0,0,53.9,30.1,84,NA,None
Ponsegromab,Calcium Metabolism Disorders,Calcium Metabolism Disorders,0,0,0,0,0,45.4,38.6,84,296860,None
Ponsegromab,Lupus Nephritis,Lupus Nephritis,0,0,0,0,0,31.7,52.1,83.8,614364,None
Ponsegromab,Pediatric Migraine,Pediatric Migraine,0,0,0,0,0,31.2,52.6,83.8,6166052,None
Ponsegromab,Peripheral Primitive Neuroectodermal Tumors,Peripheral Primitive Neuroectodermal Tumors,0,0,0,0,0,32,51.7,83.7,327,None
Ponsegromab,Capsule Opacification,Capsule Opacification,0,0,0,0,0,36.3,47.3,83.6,6419666,None
Ponsegromab,Brain Infarction,Brain Infarction,0,0,0,0,0,28.6,54.9,83.5,573257,None
Ponsegromab,Seizures,Seizures,0,0,0,0,0,44.2,39.3,83.5,1749202,None
Ponsegromab,Venous Thrombosis,Venous Thrombosis,0,0,0,0,0,41.6,41.9,83.5,121167,None
Ponsegromab,Acute Liver Failure,Acute Liver Failure,0,0,0,0,0,33.9,49.5,83.4,81849,None
Ponsegromab,Cardiac Surgery-Associated Acute Kidney Injury (CSA-AKI),Cardiac Surgery-Associated Acute Kidney Injury (CSA-AKI),0,0,0,0,0,46.8,36.6,83.4,NA,None
Ponsegromab,Ventilator-Induced Lung Injury,Ventilator-Induced Lung Injury,0,0,0,0,0,44.9,38.5,83.4,NA,None
Ponsegromab,Chronic Hepatitis C,Chronic Hepatitis C,0,0,0,0,0,37.4,45.9,83.3,19931,None
Ponsegromab,Organ Damage in Sickle Cell Disease (SCD),Organ Damage in Sickle Cell Disease (SCD),0,0,0,0,0,34.3,49,83.3,NA,None
Ponsegromab,Uveal Melanoma,Uveal Melanoma,0,0,0,0,0,34.4,48.8,83.3,16370,None
Ponsegromab,Cervical Cancer,Cervical Cancer,0,0,0,0,0,35.7,47.5,83.2,110262,None
Ponsegromab,Metastatic Hormone-Sensitive Prostate Cancer (mHSPC),Metastatic Hormone-Sensitive Prostate Cancer (mHSPC),0,0,0,0,0,42.6,40.6,83.2,NA,None
Ponsegromab,Relapsed/Refractory AML,Relapsed/Refractory AML,0,0,0,0,0,35.8,47.4,83.2,NA,None
Ponsegromab,Dedifferentiated Liposarcoma (DDLPS),Dedifferentiated Liposarcoma (DDLPS),0,0,0,0,0,30.6,52.5,83.1,1637,None
Ponsegromab,Epilepsy,Epilepsy,0,0,0,0,0,38.8,44.3,83.1,1088244,None
Ponsegromab,Coronary Microvascular Disease (CMD),Coronary Microvascular Disease (CMD),0,0,0,0,0,23.5,59.5,83,8139256,None
Ponsegromab,Crohn's Disease,Crohn's Disease,0,0,0,0,0,36.3,46.7,83,553856,None
Ponsegromab,Metastatic NSCLC,Metastatic NSCLC,0,0,0,0,0,33.1,49.9,83,NA,None
Ponsegromab,Pediatric Major Depressive Disorder (MDD),Pediatric Major Depressive Disorder (MDD),0,0,0,0,0,24.9,58,83,21367254,None
Ponsegromab,Abdominal Obesity,Abdominal Obesity,0,0,0,0,0,26.4,56.6,82.9,1431863,None
Ponsegromab,Glaucoma,Glaucoma,0,0,0,0,0,50.7,32.3,82.9,263334,None
Ponsegromab,Soft Tissue Sarcomas,Soft Tissue Sarcomas,0,0,0,0,0,37.5,45.4,82.9,81849,None
Ponsegromab,Spinal Muscular Atrophy (SMA),Spinal Muscular Atrophy (SMA),0,0,0,0,0,33.9,49,82.9,NA,None
Ponsegromab,Fibrosarcoma,Fibrosarcoma,0,0,0,0,0,32.7,50.1,82.8,327,None
Ponsegromab,Follicular Thyroid Cancer,Follicular Thyroid Cancer,0,0,0,0,0,33.1,49.7,82.8,220320,None
Ponsegromab,Long Covid,Long Covid,0,0,0,0,0,41.2,41.5,82.7,NA,None
Ponsegromab,Consciousness Disorders,Consciousness Disorders,0,0,0,0,0,36.4,46.2,82.6,2156800,None
Ponsegromab,RET Positive NSCLC,RET Positive NSCLC,0,0,0,0,0,29.4,53.2,82.6,689620,None
Ponsegromab,Bipolar Depression,Bipolar Depression,0,0,0,0,0,43.9,38.6,82.5,2710150,None
Ponsegromab,Eczematous Skin Diseases,Eczematous Skin Diseases,0,0,0,0,0,33,49.4,82.4,92111522,None
Ponsegromab,Gastritis,Gastritis,0,0,0,0,0,36.4,45.8,82.3,950045,None
Ponsegromab,Univentricular Heart,Univentricular Heart,0,0,0,0,0,43.3,38.8,82.1,16370,None
Ponsegromab,Anorexia Nervosa,Anorexia Nervosa,0,0,0.125983384,0.629916922,0.755900306,29.8,52.3,82,369845,None
Ponsegromab,Locally Advanced Prostate Cancer,Locally Advanced Prostate Cancer,0,0,0,0,0,24.7,57.2,82,1754160,None
Ponsegromab,Retinal Diseases,Retinal Diseases,0,0,0,0,0,45.4,36.6,82,2767515,None
Ponsegromab,Urinary Calculi,Urinary Calculi,0,0,0,0,0,38.4,43.6,82,NA,None
Ponsegromab,Fractures,Fractures,0,0,0,0,0,45.9,36,81.9,1368518,None
Ponsegromab,Thyroid Cancer,Thyroid Cancer,0,0,0,0,0,52.9,28.8,81.8,NA,None
Ponsegromab,Inborn Errors of Carbohydrate Metabolism,Inborn Errors of Carbohydrate Metabolism,0,0,0,0,0,39.6,42.1,81.7,NA,None
Ponsegromab,Right Ventricular Hypertrophy,Right Ventricular Hypertrophy,0,0,0,0,0,35.9,45.8,81.7,2556982,None
Ponsegromab,Viremia,Viremia,0,0,0,0,0,28.9,52.8,81.7,1870094,None
Ponsegromab,Spinal Cord Diseases,Spinal Cord Diseases,0,0,0,0,0,43.5,38.1,81.6,NA,None
Ponsegromab,Hypertrophic Cardiomyopathy (HCM),Hypertrophic Cardiomyopathy (HCM),0,0,0,0,0,32.6,48.9,81.5,41382,None
Ponsegromab,Gram-Positive Bacterial Infections,Gram-Positive Bacterial Infections,0,0,0,0,0,30.3,51.2,81.4,1944266,None
Ponsegromab,Pediatric Kidney Diseases (Pediatric Nephrology),Pediatric Kidney Diseases (Pediatric Nephrology),0,0,0,0,0,41.4,40,81.4,NA,None
Ponsegromab,Proteinuria,Proteinuria,0,0,0,0,0,54.4,27,81.4,NA,None
Ponsegromab,Acute Pancreatitis,Acute Pancreatitis,0,0,0,0,0,27.5,53.8,81.3,195577,None
Ponsegromab,Vascular System Injuries,Vascular System Injuries,0,0,0,0,0,41.2,40.1,81.3,4384071,None
Ponsegromab,Brain Injuries,Brain Injuries,0,0,0,0,0,37.3,43.9,81.2,1069335,None
Ponsegromab,Protein Deficiency,Protein Deficiency,0,0,0,0,0,39.4,41.8,81.2,NA,None
Ponsegromab,Lipodystrophy,Lipodystrophy,0,0,0,0,0,44.5,36.6,81.1,45890,None
Ponsegromab,Experimental Neoplasms,Experimental Neoplasms,0,0,0,0,0,40.7,40.2,81,2121796,None
Ponsegromab,Hearing Disorders,Hearing Disorders,0,0,0,0,0,32.4,48.6,81,4167114,None
Ponsegromab,Higher-Risk Myelodysplastic Syndromes (MDS),Higher-Risk Myelodysplastic Syndromes (MDS),0,0,0,0,0,36.8,44.3,81,NA,None
Ponsegromab,Spondylitis,Spondylitis,0,0,0,0,0,46.7,34,80.8,207320,None
Ponsegromab,Cardiogenic Shock,Cardiogenic Shock,0,0,0,0,0,34.2,46.6,80.7,81849,None
Ponsegromab,Hydronephrosis,Hydronephrosis,0,0,0,0,0,47,33.7,80.7,NA,None
Ponsegromab,Lung Injury,Lung Injury,0,0,0,0,0,47.8,32.8,80.6,81849,None
Ponsegromab,Cerebral Hemorrhage,Cerebral Hemorrhage,0,0,0,0,0,32.8,47.7,80.5,NA,None
Ponsegromab,Growth Deficiency,Growth Deficiency,0,0,0,0,0,41.8,38.6,80.4,NA,None
